platform	source	classification	matched_game_id	matched_rom_name	note
fc	Duck Hunt (World).zip	filename_exact_hash_mismatch_processable	duck-hunt	Duck Hunt (World)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	DuckTales 2 (Japan).zip	filename_exact_hash_mismatch_processable	ducktales-2	DuckTales 2 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Dynamite Batman (Japan) (En).zip	filename_exact_hash_mismatch_processable	batman-return-of-the-joker	Dynamite Batman (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Dynamite Bowl (Japan) (En).zip	filename_exact_hash_mismatch_processable	dynamite-bowl	Dynamite Bowl (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Eggerland - Meikyuu no Fukkatsu (Japan).zip	filename_exact_hash_mismatch_processable	eggerland-meikyuu-no-fukkatsu	Eggerland - Meikyuu no Fukkatsu (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Egypt (Japan).zip	filename_exact_hash_mismatch_processable	egypt	Egypt (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Erika to Satoru no Yume Bouken (Japan).zip	filename_exact_hash_mismatch_processable	erika-to-satoru-no-yume-bouken	Erika to Satoru no Yume Bouken (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Erunaaku no Zaihou (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Esper Bouken Tai (Japan).zip	filename_exact_hash_mismatch_processable	esper-bouken-tai	Esper Bouken Tai (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Exciting Boxing (Japan) (En).zip	filename_exact_hash_mismatch_processable	exciting-boxing	Exciting Boxing (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Exciting Rally - World Rally Championship (Japan).zip	filename_exact_hash_mismatch_processable	exciting-rally-world-rally-championship	Exciting Rally - World Rally Championship (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Exerion (Japan) (En).zip	filename_exact_hash_mismatch_processable	exerion	Exerion (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Famicom Doubutsu Seitai Zukan! - Katte ni Shirokuma - Mori o Sukue no Maki! (Japan).zip	filename_exact_hash_mismatch_processable	famicom-doubutsu-seitai-zukan-katte-ni-shirokuma-mori-o-sukue-no-maki	Famicom Doubutsu Seitai Zukan! - Katte ni Shirokuma - Mori o Sukue no Maki! (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Famicom Jump - Eiyuu Retsuden (Japan).zip	filename_exact_hash_mismatch_processable	famicom-jump-eiyuu-retsuden	Famicom Jump - Eiyuu Retsuden (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Famicom Meijin Sen (Japan) (Rev 1).zip	filename_exact_hash_mismatch_processable	famicom-meijin-sen	Famicom Meijin Sen (Japan) (Rev 1)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family BASIC (Japan) (v3.0).zip	filename_base_hash_mismatch_review	family-basic	Family BASIC (Japan)	Base ROM filename matches after stripping No-Intro suffixes; process as low confidence and review region/revision/hash.
fc	Family Computer - Othello (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Family Pinball (Japan).zip	filename_exact_hash_mismatch_processable	family-pinball	Family Pinball (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Quiz (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Family Trainer 1 - Athletic World (Japan) (Rev 1).zip	filename_exact_hash_mismatch_processable	family-trainer-1-athletic-world	Family Trainer 1 - Athletic World (Japan) (Rev 1)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 10 - Rairai Kyonsees (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-10-rairai-kyonsees	Family Trainer 10 - Rairai Kyonsees (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 2 - Running Stadium (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-2-running-stadium	Family Trainer 2 - Running Stadium (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 3 - Aerobics Studio (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-3-aerobics-studio	Family Trainer 3 - Aerobics Studio (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 4 - Jogging Race (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-4-jogging-race	Family Trainer 4 - Jogging Race (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 5 - Meiro Daisakusen (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-5-meiro-daisakusen	Family Trainer 5 - Meiro Daisakusen (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 6 - Manhattan Police (Japan) (En).zip	filename_exact_hash_mismatch_processable	family-trainer-6-manhattan-police	Family Trainer 6 - Manhattan Police (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 7 - Daiundoukai (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-7-daiundoukai	Family Trainer 7 - Daiundoukai (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 8 - Totsugeki! Fuuun Takeshi-jou (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-8-totsugeki-fuuun-takeshi-jou	Family Trainer 8 - Totsugeki! Fuuun Takeshi-jou (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Family Trainer 9 - Fuuun Takeshi-jou 2 (Japan).zip	filename_exact_hash_mismatch_processable	family-trainer-9-fuuun-takeshi-jou-2	Family Trainer 9 - Fuuun Takeshi-jou 2 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Famista '89 - Kaimaku Ban!! (Japan).zip	filename_exact_hash_mismatch_processable	famista-89-kaimaku-ban	Famista '89 - Kaimaku Ban!! (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Fantasy Zone (Japan) (En) (Sunsoft).zip	filename_exact_hash_mismatch_processable	fantasy-zone	Fantasy Zone (Japan) (En) (Sunsoft)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ferrari (Japan).zip	filename_base_hash_mismatch_review	ferrari	Ferrari (Japan) (En)	Base ROM filename matches after stripping No-Intro suffixes; process as low confidence and review region/revision/hash.
fc	Field Combat (Japan) (En).zip	filename_exact_hash_mismatch_processable	field-combat	Field Combat (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Final Fantasy (Japan) (Rev 1).zip	filename_exact_hash_mismatch_processable	final-fantasy	Final Fantasy (Japan) (Rev 1)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Final Fantasy III (Japan).zip	filename_exact_hash_mismatch_processable	final-fantasy-iii	Final Fantasy III (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Fire Emblem - Ankoku Ryuu to Hikari no Tsurugi (Japan).zip	filename_exact_hash_mismatch_processable	fire-emblem-ankoku-ryuu-to-hikari-no-tsurugi	Fire Emblem - Ankoku Ryuu to Hikari no Tsurugi (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Flappy (Japan) (En).zip	filename_exact_hash_mismatch_processable	flappy	Flappy (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Flipull - An Exciting Cube Game (Japan) (En).zip	filename_exact_hash_mismatch_processable	flipull-an-exciting-cube-game	Flipull - An Exciting Cube Game (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Formation Z (Japan) (En) (Rev 1).zip	filename_exact_hash_mismatch_processable	formation-z	Formation Z (Japan) (En) (Rev 1)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Galaxian (Japan) (En) (Rev 1).zip	filename_exact_hash_mismatch_processable	galaxian	Galaxian (Japan) (En) (Rev 1)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ganbare Goemon! - Karakuri Douchuu (Japan).zip	filename_exact_hash_mismatch_processable	ganbare-goemon-karakuri-douchuu	Ganbare Goemon! - Karakuri Douchuu (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Garfield no Isshukan (Japan) (En).zip	filename_exact_hash_mismatch_processable	garfield-no-isshukan	Garfield no Isshukan (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Geimos (Japan) (En).zip	filename_exact_hash_mismatch_processable	geimos	Geimos (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gekitotsu Yonku Battle (Japan) (En).zip	filename_exact_hash_mismatch_processable	gekitotsu-yonku-battle	Gekitotsu Yonku Battle (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gekitou Stadium!! (Japan).zip	filename_exact_hash_mismatch_processable	bad-news-baseball	Gekitou Stadium!! (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Godzilla (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Golf (Japan).zip	filename_base_hash_mismatch_review	golf	Golf (Europe)|Golf (Japan) (En)|Golf (USA, Asia) (En)|Golf (Europe) (Animal Crossing)|Golf (Japan) (En) (Animal Crossing)|Golf (USA) (e-Reader)	Base ROM filename matches after stripping No-Intro suffixes; process as low confidence and review region/revision/hash.
fc	Golgo 13 - Dai 1 Shou - Kamigami no Tasogare (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Golgo 13 - Dainishou - Icarus no Nazo (Japan).zip	filename_exact_hash_mismatch_processable	golgo-13-dainishou-icarus-no-nazo	Golgo 13 - Dainishou - Icarus no Nazo (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gomoku Narabe Renju (Japan).zip	filename_exact_hash_mismatch_processable	gomoku-narabe-renju	Gomoku Narabe Renju (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Goonies (Japan) (En).zip	filename_exact_hash_mismatch_processable	the-goonies	Goonies (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gorby no Pipeline Daisakusen (Japan) (En).zip	filename_exact_hash_mismatch_processable	gorby-no-pipeline-daisakusen	Gorby no Pipeline Daisakusen (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Grand Master (Japan).zip	filename_exact_hash_mismatch_processable	grand-master	Grand Master (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Great Battle Cyber (Japan).zip	filename_exact_hash_mismatch_processable	great-battle-cyber	Great Battle Cyber (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Great Tank (Japan).zip	filename_exact_hash_mismatch_processable	great-tank	Great Tank (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gun Nac (Japan).zip	filename_exact_hash_mismatch_processable	gun-nac	Gun Nac (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gun-Dec (Japan).zip	filename_exact_hash_mismatch_processable	vice-project-doom	Gun-Dec (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gunhed - Aratanaru Tatakai (Japan).zip	filename_exact_hash_mismatch_processable	gunhed-aratanaru-tatakai	Gunhed - Aratanaru Tatakai (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Gyrodine (Japan) (En).zip	filename_exact_hash_mismatch_processable	gyrodine	Gyrodine (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hana no Star Kaidou (Japan) (En).zip	filename_exact_hash_mismatch_processable	hana-no-star-kaidou	Hana no Star Kaidou (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hanjuku Hero (Japan).zip	filename_exact_hash_mismatch_processable	hanjuku-hero	Hanjuku Hero (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Heavy Barrel (Japan) (En).zip	filename_exact_hash_mismatch_processable	heavy-barrel	Heavy Barrel (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hebereke (Japan).zip	filename_exact_hash_mismatch_processable	ufouria-the-saga	Hebereke (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hector '87 (Japan) (En).zip	filename_exact_hash_mismatch_processable	hector-87	Hector '87 (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Heisei Tensai Bakabon (Japan).zip	filename_exact_hash_mismatch_processable	heisei-tensai-bakabon	Heisei Tensai Bakabon (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hello Kitty World (Japan).zip	filename_exact_hash_mismatch_processable	hello-kitty-world	Hello Kitty World (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hello Kitty no Ohanabatake (Japan).zip	filename_exact_hash_mismatch_processable	hello-kitty-no-ohanabatake	Hello Kitty no Ohanabatake (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Heracles no Eikou II - Titan no Metsubou (Japan).zip	filename_exact_hash_mismatch_processable	heracles-no-eikou-ii-titan-no-metsubou	Heracles no Eikou II - Titan no Metsubou (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Herakles no Eikou - Toujin Makyou Den (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Hi no Tori - Houou Hen - Gaou no Bouken (Japan).zip	filename_exact_hash_mismatch_processable	hi-no-tori-houou-hen-gaou-no-bouken	Hi no Tori - Houou Hen - Gaou no Bouken (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Higemaru - Makai-jima - Nanatsu no Shima Daibouken (Japan) (Retro-Bit Generations).zip	filename_exact_hash_mismatch_processable	higemaru-makai-jima-nanatsu-no-shima-daibouken	Higemaru - Makai-jima - Nanatsu no Shima Daibouken (Japan) (Retro-Bit Generations)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Highway Star (Japan) (En) (Famicom 3D System).zip	filename_exact_hash_mismatch_processable	rad-racer	Highway Star (Japan) (En) (Famicom 3D System)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hikari no Senshi Foton - The Ultimate Game on Planet Earth (Japan).zip	filename_exact_hash_mismatch_processable	hikari-no-senshi-foton-the-ultimate-game-on-planet-earth	Hikari no Senshi Foton - The Ultimate Game on Planet Earth (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hiryuu no Ken - Ougi no Sho (Japan).zip	filename_exact_hash_mismatch_processable	flying-dragon-the-secret-scroll	Hiryuu no Ken - Ougi no Sho (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hiryuu no Ken III - 5 Nin no Dragon (Japan).zip	filename_exact_hash_mismatch_processable	hiryuu-no-ken-iii-5-nin-no-dragon	Hiryuu no Ken III - 5 Nin no Dragon (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hogan's Alley (World).zip	filename_exact_hash_mismatch_processable	hogans-alley	Hogan's Alley (World)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hokkaidou Rensa Satsujin - Okhotsk ni Kiyu (Japan).zip	filename_exact_hash_mismatch_processable	hokkaidou-rensa-satsujin-okhotsk-ni-kiyu	Hokkaidou Rensa Satsujin - Okhotsk ni Kiyu (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hokuto no Ken 2 (Japan).zip	filename_exact_hash_mismatch_processable	hokuto-no-ken-2	Hokuto no Ken 2 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hokuto no Ken 3 - Shin Seiki Souzou Seiken Retsuden (Japan).zip	filename_exact_hash_mismatch_processable	hokuto-no-ken-3-shin-seiki-souzou-seiken-retsuden	Hokuto no Ken 3 - Shin Seiki Souzou Seiken Retsuden (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hokuto no Ken 4 - Shichisei Haken Den - Hokuto Shinken no Kanata e (Japan).zip	filename_exact_hash_mismatch_processable	hokuto-no-ken-4-shichisei-haken-den-hokuto-shinken-no-kanata-e	Hokuto no Ken 4 - Shichisei Haken Den - Hokuto Shinken no Kanata e (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Holy Diver (Japan) (En).zip	filename_exact_hash_mismatch_processable	holy-diver	Holy Diver (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Honoo no Toukyuuji - Dodge Danpei (Japan).zip	filename_exact_hash_mismatch_processable	honoo-no-toukyuuji-dodge-danpei	Honoo no Toukyuuji - Dodge Danpei (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Honoo no Toukyuuji - Dodge Danpei 2 (Japan).zip	filename_exact_hash_mismatch_processable	honoo-no-toukyuuji-dodge-danpei-2	Honoo no Toukyuuji - Dodge Danpei 2 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hoshi o Miru Hito (Japan).zip	filename_exact_hash_mismatch_processable	hoshi-o-miru-hito	Hoshi o Miru Hito (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hottarman no Chitei Tanken (Japan).zip	filename_exact_hash_mismatch_processable	hottarman-no-chitei-tanken	Hottarman no Chitei Tanken (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hudson Hawk (Japan).zip	filename_exact_hash_mismatch_processable	hudson-hawk	Hudson Hawk (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hyakkiyagyou (Japan).zip	filename_exact_hash_mismatch_processable	hyakkiyagyou	Hyakkiyagyou (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hyokkori Hyoutan-jima - Nazo no Kaizokusen (Japan).zip	filename_exact_hash_mismatch_processable	hyokkori-hyoutan-jima-nazo-no-kaizokusen	Hyokkori Hyoutan-jima - Nazo no Kaizokusen (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Hyper Olympic (Japan) (En).zip	filename_exact_hash_mismatch_processable	track-field	Hyper Olympic (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Igo - Kyuu Roban Taikyoku (Japan).zip	filename_exact_hash_mismatch_processable	igo-kyuu-roban-taikyoku	Igo - Kyuu Roban Taikyoku (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Igo Shinan '91 (Japan).zip	filename_exact_hash_mismatch_processable	igo-shinan-91	Igo Shinan '91 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Igo Shinan '92 (Japan).zip	filename_exact_hash_mismatch_processable	igo-shinan-92	Igo Shinan '92 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Igo Shinan '93 (Japan).zip	filename_exact_hash_mismatch_processable	igo-shinan-93	Igo Shinan '93 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Igo Shinan '94 (Japan).zip	filename_exact_hash_mismatch_processable	igo-shinan-94	Igo Shinan '94 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Igo Shinan (Japan).zip	filename_exact_hash_mismatch_processable	igo-shinan	Igo Shinan (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ikari (Japan) (En).zip	filename_exact_hash_mismatch_processable	ikari-warriors	Ikari (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ikari II - Dogosoken (Japan).zip	filename_exact_hash_mismatch_processable	ikari-ii-dogosoken	Ikari II - Dogosoken (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ike Ike! Nekketsu Hockey-bu - Subette Koronde Dairantou (Japan).zip	filename_exact_hash_mismatch_processable	go-go-nekketsu-hockey-club-slip-and-slide-madness	Ike Ike! Nekketsu Hockey-bu - Subette Koronde Dairantou (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ikinari Musician (Japan) (En).zip	filename_exact_hash_mismatch_processable	ikinari-musician	Ikinari Musician (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ikki (Japan) (En).zip	filename_exact_hash_mismatch_processable	ikki	Ikki (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Insector X (Japan).zip	filename_exact_hash_mismatch_processable	insector-x	Insector X (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Itadaki Street - Watashi no Omise ni Yottette (Japan).zip	filename_exact_hash_mismatch_processable	itadaki-street-watashi-no-omise-ni-yottette	Itadaki Street - Watashi no Omise ni Yottette (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	J.League Super Top Players (Japan) (Datach).zip	filename_exact_hash_mismatch_processable	j-league-super-top-players	J.League Super Top Players (Japan) (Datach)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	JJ - Tobidase Daisakusen Part 2 (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Jajamaru no Daibouken (Japan).zip	filename_exact_hash_mismatch_processable	jajamaru-no-daibouken	Jajamaru no Daibouken (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Jumpin' Kid - Jack to Mame no Ki Monogatari (Japan) (En).zip	filename_exact_hash_mismatch_processable	jumpin-kid-jack-to-mame-no-ki-monogatari	Jumpin' Kid - Jack to Mame no Ki Monogatari (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Juuouki (Japan) (En).zip	filename_exact_hash_mismatch_processable	juuouki	Juuouki (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Juuryoku Soukou Metal Storm (Japan).zip	filename_exact_hash_mismatch_processable	metal-storm	Juuryoku Soukou Metal Storm (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Juvei Quest (Japan) (Rev 1).zip	filename_exact_hash_mismatch_processable	juvei-quest	Juvei Quest (Japan) (Rev 1)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kage (Japan).zip	missing_or_wrong_platform	""	""	No ROM name match in this platform.
fc	Kaiketsu Yanchamaru 3 - Taiketsu! Zouringen (Japan).zip	filename_exact_hash_mismatch_processable	kaiketsu-yanchamaru-3-taiketsu-zouringen	Kaiketsu Yanchamaru 3 - Taiketsu! Zouringen (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kakefu-kun no Jump Tengoku - Speed Jigoku (Japan).zip	filename_exact_hash_mismatch_processable	kakefu-kun-no-jump-tengoku-speed-jigoku	Kakefu-kun no Jump Tengoku - Speed Jigoku (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kame no Ongaeshi - Urashima Densetsu (Japan).zip	filename_exact_hash_mismatch_processable	kame-no-ongaeshi-urashima-densetsu	Kame no Ongaeshi - Urashima Densetsu (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kamen Rider SD - Granshocker no Yabou (Japan).zip	filename_exact_hash_mismatch_processable	kamen-rider-sd-granshocker-no-yabou	Kamen Rider SD - Granshocker no Yabou (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Karakuri Kengou Den Musashi Lord - Karakuribito Hashiru (Japan).zip	filename_exact_hash_mismatch_processable	karakuri-kengou-den-musashi-lord-karakuribito-hashiru	Karakuri Kengou Den Musashi Lord - Karakuribito Hashiru (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Karaoke Studio Senyou Cassette - Top Hit 20 Vol. 1 (Japan).zip	filename_exact_hash_mismatch_processable	karaoke-studio-senyou-cassette-top-hit-20-vol-1	Karaoke Studio Senyou Cassette - Top Hit 20 Vol. 1 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Karaoke Studio Senyou Cassette - Top Hit 20 Vol. 2 (Japan).zip	filename_exact_hash_mismatch_processable	karaoke-studio-senyou-cassette-top-hit-20-vol-2	Karaoke Studio Senyou Cassette - Top Hit 20 Vol. 2 (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Karateka (Japan) (En).zip	filename_exact_hash_mismatch_processable	karateka	Karateka (Japan) (En)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kawa no Nushi Tsuri (Japan).zip	filename_exact_hash_mismatch_processable	kawa-no-nushi-tsuri	Kawa no Nushi Tsuri (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kekkyoku Nankyoku Daibouken (Japan).zip	filename_exact_hash_mismatch_processable	antarctic-adventure	Kekkyoku Nankyoku Daibouken (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kero Kero Keroppi no Daibouken 2 - Donuts Ike wa Oosawagi!! (Japan).zip	filename_exact_hash_mismatch_processable	kero-kero-keroppi-no-daibouken-2-donuts-ike-wa-oosawagi	Kero Kero Keroppi no Daibouken 2 - Donuts Ike wa Oosawagi!! (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Keroppi to Keroriinu no Splash Bomb! (Japan).zip	filename_exact_hash_mismatch_processable	keroppi-to-keroriinu-no-splash-bomb	Keroppi to Keroriinu no Splash Bomb! (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Ki no Bouken - The Quest of Ki (Japan).zip	filename_exact_hash_mismatch_processable	ki-no-bouken-the-quest-of-ki	Ki no Bouken - The Quest of Ki (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	Kidou Senshi Z Gundam - Hot Scramble (Japan).zip	filename_exact_hash_mismatch_processable	kidou-senshi-z-gundam-hot-scramble	Kidou Senshi Z Gundam - Hot Scramble (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
fc	King Kong 2 - Ikari no Megaton Punch (Japan).zip	filename_exact_hash_mismatch_processable	king-kong-2-ikari-no-megaton-punch	King Kong 2 - Ikari no Megaton Punch (Japan)	Exact ROM filename exists in GameDB; process by filename and flag the hash mismatch for review.
